task,"('google/gemma-3-270m-it', 'Base')","('google/gemma-3-270m-it', 'Best Skip Layer')","('google/gemma-3-270m-it', 'Performance')","('google/gemma-3-270m-it', 'Candidate Count')","('google/gemma-3-1b-it', 'Base')","('google/gemma-3-1b-it', 'Best Skip Layer')","('google/gemma-3-1b-it', 'Performance')","('google/gemma-3-1b-it', 'Candidate Count')","('meta-llama/Llama-3.2-1B-Instruct', 'Base')","('meta-llama/Llama-3.2-1B-Instruct', 'Best Skip Layer')","('meta-llama/Llama-3.2-1B-Instruct', 'Performance')","('meta-llama/Llama-3.2-1B-Instruct', 'Candidate Count')","('meta-llama/Llama-3.2-3B-Instruct', 'Base')","('meta-llama/Llama-3.2-3B-Instruct', 'Best Skip Layer')","('meta-llama/Llama-3.2-3B-Instruct', 'Performance')","('meta-llama/Llama-3.2-3B-Instruct', 'Candidate Count')","('Qwen/Qwen3-1.7B', 'Base')","('Qwen/Qwen3-1.7B', 'Best Skip Layer')","('Qwen/Qwen3-1.7B', 'Performance')","('Qwen/Qwen3-1.7B', 'Candidate Count')","('Qwen/Qwen3-4B', 'Base')","('Qwen/Qwen3-4B', 'Best Skip Layer')","('Qwen/Qwen3-4B', 'Performance')","('Qwen/Qwen3-4B', 'Candidate Count')","('Qwen/Qwen3-8B', 'Base')","('Qwen/Qwen3-8B', 'Best Skip Layer')","('Qwen/Qwen3-8B', 'Performance')","('Qwen/Qwen3-8B', 'Candidate Count')","('allenai/OLMo-2-0425-1B-Instruct', 'Base')","('allenai/OLMo-2-0425-1B-Instruct', 'Best Skip Layer')","('allenai/OLMo-2-0425-1B-Instruct', 'Performance')","('allenai/OLMo-2-0425-1B-Instruct', 'Candidate Count')","('allenai/OLMo-2-1124-7B-Instruct', 'Base')","('allenai/OLMo-2-1124-7B-Instruct', 'Best Skip Layer')","('allenai/OLMo-2-1124-7B-Instruct', 'Performance')","('allenai/OLMo-2-1124-7B-Instruct', 'Candidate Count')"
global_mmlu_full_ru_nutrition,,,,,41.83%,19,0.00%,0,46.73%,15,-2.29%,0,54.58%,24,+1.63%,4,55.23%,26,+2.29%,2,67.32%,30,+0.98%,4,72.55%,25,+0.98%,5,40.52%,15,+2.29%,1,44.44%,10,+2.29%,8
global_mmlu_full_ru_professional_accounting,,,,,25.89%,16,+4.61%,5,29.43%,14,+5.32%,1,40.07%,23,+2.84%,3,39.36%,27,-0.71%,0,41.49%,34,+2.13%,4,43.62%,22,+5.32%,13,29.08%,6,+0.35%,1,37.59%,31,-0.35%,0
global_mmlu_full_ru_professional_medicine,,,,,28.68%,9,+15.07%,4,29.04%,15,+4.04%,3,45.59%,20,+5.15%,2,34.93%,18,+7.35%,9,61.40%,27,+1.10%,3,70.59%,34,+1.10%,6,27.21%,11,+0.74%,2,26.84%,19,+6.62%,10
global_mmlu_full_ru_virology,,,,,40.36%,17,+7.23%,1,39.16%,15,0.00%,0,43.37%,15,+2.41%,5,42.17%,18,+1.81%,3,46.99%,4,+3.61%,5,51.20%,28,+1.81%,6,38.55%,7,-2.41%,0,36.75%,7,+5.42%,12
global_mmlu_full_ru_econometrics,,,,,28.07%,2,+2.63%,5,33.33%,15,-3.51%,0,35.96%,21,+1.75%,1,39.47%,22,+1.75%,2,51.75%,25,+1.75%,5,58.77%,27,+2.63%,2,21.93%,4,+6.14%,13,27.19%,18,+4.39%,10
global_mmlu_full_ru_high_school_geography,,,,,49.49%,19,+1.01%,1,44.95%,11,+1.01%,2,50.51%,20,+5.05%,9,52.53%,26,+3.03%,3,70.71%,27,+0.51%,2,78.79%,20,+2.02%,7,32.32%,11,0.00%,0,47.98%,28,+3.03%,2
global_mmlu_full_ru_high_school_government_and_politics,,,,,41.97%,18,+1.04%,3,34.72%,14,0.00%,0,44.56%,9,+2.59%,6,44.56%,26,+5.70%,1,68.91%,25,+0.52%,1,76.68%,32,+1.04%,2,28.50%,8,+9.33%,3,40.41%,25,-1.04%,0
global_mmlu_full_ru_high_school_macroeconomics,,,,,38.46%,21,+1.79%,3,34.62%,15,-0.51%,0,41.28%,26,+3.33%,5,45.38%,26,+3.59%,6,65.38%,28,+1.28%,6,72.82%,27,+1.28%,7,30.26%,8,+2.05%,4,31.54%,15,+4.87%,10
global_mmlu_full_ru_high_school_microeconomics,,,,,38.66%,15,+2.10%,5,39.08%,15,-1.26%,0,50.00%,19,+0.42%,3,52.94%,18,+0.84%,1,69.33%,34,+1.68%,5,81.51%,27,+0.84%,1,31.09%,11,+2.10%,6,37.82%,13,+3.78%,13
global_mmlu_full_ru_high_school_psychology,,,,,45.50%,22,+0.37%,2,39.08%,15,+0.18%,1,54.50%,24,+3.30%,7,60.73%,26,+0.92%,2,77.06%,32,+0.37%,2,82.39%,34,+1.47%,5,29.36%,8,+3.85%,2,38.72%,15,+3.12%,8
global_mmlu_full_ru_human_sexuality,,,,,40.46%,20,+5.34%,6,45.80%,14,+3.05%,2,59.54%,19,+1.53%,1,55.73%,18,+3.05%,5,64.12%,14,+1.53%,1,74.81%,16,+0.76%,2,41.22%,15,-0.76%,0,44.27%,29,+2.29%,3
global_mmlu_full_ru_professional_psychology,,,,,32.84%,17,+3.43%,6,33.66%,14,+0.82%,1,42.48%,24,+1.80%,9,41.83%,22,+1.14%,4,57.52%,26,+0.82%,3,63.24%,28,+1.14%,3,29.74%,14,-0.49%,0,36.93%,24,+1.47%,8
global_mmlu_full_ru_public_relations,,,,,36.36%,11,+4.55%,9,43.64%,11,0.00%,0,47.27%,20,+3.64%,8,44.55%,20,+2.73%,7,55.45%,2,+5.45%,5,57.27%,21,+4.55%,10,38.18%,6,+1.82%,2,43.64%,29,+1.82%,5
global_mmlu_full_ru_security_studies,,,,,47.35%,20,+6.12%,6,47.76%,15,-0.41%,0,63.67%,23,+1.22%,2,58.37%,26,+1.63%,1,66.94%,11,+1.63%,3,70.61%,31,+0.82%,3,41.22%,12,+1.22%,2,54.29%,28,+2.04%,4
global_mmlu_full_ru_sociology,,,,,53.23%,20,+3.48%,4,51.74%,15,-0.50%,0,65.67%,21,+0.50%,1,64.18%,25,+2.49%,2,73.63%,26,+0.50%,2,76.12%,22,+1.99%,3,43.28%,12,-2.99%,0,60.20%,28,+2.49%,5
global_mmlu_full_ru_us_foreign_policy,,,,,46.00%,17,+5.00%,7,53.00%,15,+3.00%,1,67.00%,19,+5.00%,5,55.00%,9,+4.00%,6,74.00%,29,+4.00%,4,84.00%,26,+1.00%,1,41.00%,11,+3.00%,2,56.00%,31,+4.00%,9
global_mmlu_full_ru_abstract_algebra,,,,,21.00%,10,+13.00%,15,24.00%,11,+13.00%,11,35.00%,13,+1.00%,3,38.00%,16,+1.00%,3,45.00%,22,+7.00%,8,50.00%,28,+3.00%,7,35.00%,13,+2.00%,1,33.00%,3,+6.00%,15
global_mmlu_full_ru_anatomy,,,,,33.33%,16,+2.96%,7,40.74%,11,+1.48%,1,40.74%,27,+0.74%,1,48.15%,23,+0.74%,1,51.11%,26,+2.96%,11,68.89%,25,+2.22%,7,28.15%,12,+3.70%,4,41.48%,23,0.00%,0
global_mmlu_full_ru_astronomy,,,,,33.55%,16,+5.26%,5,40.13%,14,+3.29%,2,54.61%,20,0.00%,0,53.29%,18,+3.29%,5,75.66%,34,+2.63%,4,79.61%,29,+1.97%,11,26.32%,13,+7.89%,7,33.55%,16,+9.21%,12
global_mmlu_full_ru_college_biology,,,,,34.03%,15,0.00%,0,26.39%,14,+5.56%,8,38.89%,18,+5.56%,8,39.58%,21,+3.47%,9,63.89%,26,+2.08%,4,80.56%,34,+2.08%,7,29.17%,11,+3.47%,2,28.47%,7,+3.47%,10
global_mmlu_full_ru_college_chemistry,,,,,29.00%,9,+6.00%,7,34.00%,13,+1.00%,1,41.00%,13,+4.00%,3,42.00%,18,+6.00%,4,57.00%,26,+1.00%,1,59.00%,21,-1.00%,0,29.00%,8,+7.00%,3,28.00%,13,+3.00%,8
global_mmlu_full_ru_college_computer_science,,,,,35.00%,23,+1.00%,1,33.00%,3,+6.00%,1,35.00%,15,+8.00%,14,35.00%,16,+12.00%,12,58.00%,2,+2.00%,8,71.00%,25,+2.00%,8,26.00%,14,+8.00%,6,34.00%,9,+8.00%,9
global_mmlu_full_ru_college_mathematics,,,,,31.00%,25,+2.00%,4,37.00%,14,-1.00%,0,30.00%,19,+9.00%,12,40.00%,26,+6.00%,6,44.00%,35,+5.00%,11,48.00%,16,+8.00%,8,30.00%,2,+9.00%,3,34.00%,4,+7.00%,10
global_mmlu_full_ru_college_physics,,,,,21.57%,0,+6.86%,13,29.41%,12,+1.96%,2,25.49%,3,+13.73%,18,39.22%,14,+6.86%,4,53.92%,24,+0.98%,3,57.84%,33,+3.92%,7,24.51%,14,+6.86%,8,21.57%,10,+7.84%,18
global_mmlu_full_ru_computer_security,,,,,40.00%,15,+2.00%,6,47.00%,11,-2.00%,0,62.00%,17,+3.00%,5,60.00%,23,+1.00%,1,72.00%,17,+2.00%,3,76.00%,21,+1.00%,3,33.00%,3,-3.00%,0,51.00%,20,+2.00%,7
global_mmlu_full_ru_conceptual_physics,,,,,33.19%,11,+4.68%,8,34.04%,15,+1.70%,2,43.40%,24,0.00%,0,54.89%,20,+3.83%,4,68.51%,29,+4.26%,7,77.02%,25,0.00%,0,30.21%,7,+4.68%,7,32.77%,10,+4.26%,12
global_mmlu_full_ru_electrical_engineering,,,,,35.86%,17,+3.45%,4,35.17%,11,+3.45%,4,49.66%,23,+1.38%,2,50.34%,20,+3.45%,4,62.76%,25,+2.07%,4,68.97%,26,+0.69%,1,37.24%,12,+0.69%,1,43.45%,22,+5.52%,10
global_mmlu_full_ru_elementary_mathematics,,,,,26.46%,20,+5.56%,8,29.63%,11,+0.79%,2,39.42%,24,+1.32%,4,44.44%,26,+3.44%,6,58.99%,27,+2.12%,4,70.37%,30,+0.53%,2,27.25%,11,+2.12%,5,32.01%,10,+1.59%,5
global_mmlu_full_ru_high_school_biology,,,,,42.26%,20,+0.32%,1,44.19%,15,0.00%,0,52.26%,20,+1.61%,3,61.61%,26,+0.97%,1,80.97%,26,+1.61%,4,87.10%,25,+0.32%,1,32.26%,13,+2.26%,3,41.29%,29,+0.32%,2
global_mmlu_full_ru_high_school_chemistry,,,,,32.51%,20,+2.46%,2,33.50%,11,+3.45%,2,45.32%,19,+3.45%,6,48.28%,27,+2.96%,3,65.52%,27,+0.99%,5,71.92%,30,+0.49%,1,24.14%,8,+7.88%,11,35.47%,15,+0.99%,2
global_mmlu_full_ru_high_school_computer_science,,,,,30.00%,16,+9.00%,7,32.00%,14,+7.00%,4,54.00%,12,+4.00%,5,58.00%,25,+5.00%,4,79.00%,26,+1.00%,5,84.00%,22,+2.00%,2,36.00%,11,+1.00%,1,45.00%,23,+4.00%,8
global_mmlu_full_ru_high_school_mathematics,,,,,26.30%,11,+2.59%,2,31.48%,7,+1.48%,1,36.30%,21,+1.85%,3,41.85%,16,-0.74%,0,42.96%,34,+2.59%,5,44.07%,8,+6.67%,20,27.04%,4,+2.59%,3,26.30%,11,+7.78%,28
global_mmlu_full_ru_high_school_physics,,,,,25.83%,13,+1.99%,3,33.11%,10,+3.97%,2,33.11%,5,+3.31%,9,43.05%,20,+3.97%,4,50.99%,22,+4.64%,9,62.91%,28,+2.65%,5,27.81%,8,+9.27%,2,27.81%,12,+5.96%,13
global_mmlu_full_ru_high_school_statistics,,,,,30.09%,22,+6.02%,5,36.11%,15,0.00%,0,39.81%,20,+5.09%,8,40.74%,18,+12.04%,5,63.43%,27,+1.39%,1,68.52%,34,+2.31%,4,30.09%,8,+13.43%,2,36.11%,28,+3.24%,3
global_mmlu_full_ru_machine_learning,,,,,28.57%,25,+10.71%,14,22.32%,6,+9.82%,10,33.04%,12,+8.93%,7,38.39%,13,+3.57%,1,48.21%,25,+3.57%,10,52.68%,25,+3.57%,8,27.68%,2,+6.25%,7,24.11%,6,+6.25%,13
global_mmlu_full_sw_formal_logic,,,,,33.33%,13,+2.38%,3,32.54%,13,+4.76%,1,34.92%,26,+3.97%,6,34.92%,10,+5.56%,6,46.03%,7,+0.79%,2,47.62%,33,+3.17%,7,23.81%,0,+5.56%,4,26.19%,7,+7.14%,14
global_mmlu_full_sw_high_school_european_history,,,,,31.52%,17,+3.03%,2,32.12%,11,+4.24%,3,46.06%,19,-0.61%,0,33.94%,17,+4.24%,7,30.91%,18,+7.88%,16,45.45%,22,0.00%,0,27.88%,12,+4.24%,3,34.55%,23,+3.64%,12
global_mmlu_full_sw_high_school_us_history,,,,,31.86%,17,+5.88%,6,31.37%,14,+6.37%,3,45.59%,22,0.00%,0,31.86%,10,+4.41%,10,37.75%,27,+2.45%,7,45.10%,26,+0.98%,4,28.43%,12,+0.98%,4,40.20%,19,+2.94%,4
global_mmlu_full_sw_high_school_world_history,,,,,32.49%,18,+2.53%,4,31.22%,14,+5.91%,2,48.52%,17,+3.38%,3,27.85%,9,+6.33%,17,31.65%,8,+4.64%,24,46.84%,32,+1.27%,1,24.89%,1,+3.38%,9,34.60%,22,+2.53%,6
global_mmlu_full_sw_international_law,,,,,33.88%,20,+5.79%,5,48.76%,15,+2.48%,1,52.07%,27,+5.79%,6,47.93%,27,+4.13%,4,42.15%,19,+9.09%,10,50.41%,21,+4.96%,13,29.75%,15,+1.65%,2,52.07%,14,-0.83%,0
global_mmlu_full_sw_jurisprudence,,,,,40.74%,23,+0.93%,2,37.96%,15,-0.93%,0,44.44%,22,+1.85%,2,36.11%,26,+5.56%,9,33.33%,18,+5.56%,10,42.59%,29,+3.70%,13,34.26%,12,+1.85%,1,37.96%,28,+4.63%,10
global_mmlu_full_sw_logical_fallacies,,,,,26.99%,18,+4.91%,13,28.83%,13,+1.23%,1,30.67%,27,+6.75%,15,29.45%,7,+4.29%,5,25.15%,2,+1.23%,2,30.67%,4,+7.98%,16,23.31%,12,+4.29%,10,26.38%,7,+3.68%,8
global_mmlu_full_sw_moral_disputes,,,,,29.19%,20,+2.89%,7,35.55%,14,+2.60%,3,44.51%,17,-0.87%,0,32.37%,15,+1.16%,7,36.71%,31,+3.18%,8,44.51%,31,+0.58%,2,28.90%,14,+4.34%,2,32.66%,13,+4.05%,11
global_mmlu_full_sw_moral_scenarios,,,,,24.69%,11,+3.80%,11,24.25%,1,+2.79%,9,26.48%,24,+2.01%,5,24.25%,18,+3.02%,13,25.03%,7,+2.12%,12,24.13%,4,+2.35%,29,25.70%,5,+1.34%,3,24.25%,5,+1.68%,8
global_mmlu_full_sw_philosophy,,,,,28.94%,20,+3.86%,7,39.23%,15,+0.32%,1,45.02%,18,+0.32%,1,30.23%,24,+1.29%,5,35.05%,35,+0.96%,3,44.05%,32,+0.32%,1,27.33%,12,+2.89%,6,38.26%,25,0.00%,0
global_mmlu_full_sw_prehistory,,,,,33.02%,20,+3.70%,3,33.64%,15,-0.62%,0,42.90%,17,-0.31%,0,29.63%,7,+0.93%,2,31.79%,31,+1.23%,1,40.74%,31,+1.54%,6,25.31%,1,+3.09%,9,35.80%,25,+1.54%,1
global_mmlu_full_sw_professional_law,,,,,27.38%,18,+1.76%,8,26.99%,11,+0.78%,2,30.25%,20,+2.28%,6,28.10%,20,+0.72%,3,27.31%,31,+1.50%,16,28.81%,11,+1.69%,8,26.21%,8,+0.07%,1,29.47%,25,+0.59%,2
global_mmlu_full_sw_world_religions,,,,,32.75%,17,+3.51%,7,43.86%,11,-2.92%,0,52.05%,27,+4.09%,6,40.35%,9,+2.34%,1,43.27%,21,+1.75%,5,50.88%,31,+2.34%,7,26.32%,14,+5.26%,4,34.50%,19,+4.09%,9
global_mmlu_full_sw_business_ethics,,,,,25.00%,0,+11.00%,18,27.00%,13,+8.00%,7,43.00%,19,+10.00%,5,25.00%,2,+6.00%,14,29.00%,19,+12.00%,13,32.00%,3,+14.00%,12,25.00%,0,+5.00%,8,28.00%,6,+3.00%,7
global_mmlu_full_sw_clinical_knowledge,,,,,28.68%,15,+1.89%,7,36.23%,14,+0.38%,1,39.25%,26,+4.53%,9,31.70%,26,+6.04%,13,33.96%,35,+2.64%,5,47.17%,25,0.00%,0,27.55%,12,+4.15%,8,29.06%,28,+4.15%,14
global_mmlu_full_sw_college_medicine,,,,,33.53%,23,+1.73%,2,28.90%,14,+2.31%,3,34.10%,10,+1.73%,8,29.48%,26,+8.67%,7,35.26%,26,+1.73%,4,41.62%,8,+4.05%,7,26.01%,12,+2.89%,3,23.12%,13,+5.78%,21
global_mmlu_full_sw_global_facts,,,,,31.00%,16,+5.00%,5,32.00%,5,+6.00%,4,34.00%,10,+9.00%,11,24.00%,21,+11.00%,17,20.00%,23,+14.00%,23,26.00%,11,+12.00%,19,31.00%,4,+3.00%,2,30.00%,2,+5.00%,25
global_mmlu_full_sw_human_aging,,,,,25.56%,8,+9.42%,15,37.67%,11,+1.79%,3,42.15%,21,+3.59%,8,36.77%,8,+2.24%,3,29.60%,21,+4.93%,21,30.04%,15,+4.93%,13,36.77%,13,+2.24%,5,32.74%,21,+4.48%,9
global_mmlu_full_sw_management,,,,,25.24%,13,+9.71%,10,25.24%,13,+5.83%,6,38.83%,19,+1.94%,1,29.13%,26,+6.80%,7,29.13%,12,+8.74%,9,29.13%,4,+7.77%,23,23.30%,8,+17.48%,10,30.10%,25,+0.97%,1
global_mmlu_full_sw_marketing,,,,,32.05%,18,+5.98%,4,35.90%,11,-0.43%,0,42.74%,27,+3.42%,2,35.90%,24,+0.85%,2,41.45%,34,+2.14%,2,48.29%,34,+2.14%,4,30.77%,12,+3.42%,3,32.05%,20,+4.70%,11
global_mmlu_full_sw_medical_genetics,,,,,28.00%,5,+9.00%,12,42.00%,11,+2.00%,2,61.00%,23,+1.00%,1,44.00%,20,+3.00%,2,50.00%,34,+3.00%,4,52.00%,28,+3.00%,6,26.00%,14,+5.00%,6,38.00%,9,+10.00%,14
global_mmlu_full_sw_miscellaneous,,,,,31.03%,20,+2.94%,5,37.55%,15,+0.89%,1,46.74%,22,+0.13%,1,33.72%,20,+1.02%,5,37.16%,30,+0.64%,3,43.68%,26,+1.79%,5,29.63%,12,+2.55%,2,38.70%,15,+0.64%,1
global_mmlu_full_sw_nutrition,,,,,39.87%,21,+0.65%,2,38.24%,15,+0.98%,1,48.69%,17,+1.31%,2,37.25%,27,+1.31%,1,42.48%,27,+1.96%,3,45.75%,22,+2.61%,11,26.47%,7,+3.59%,4,35.95%,22,+3.59%,10
global_mmlu_full_sw_professional_accounting,,,,,24.11%,15,+6.38%,13,32.62%,14,-0.35%,0,32.62%,21,+2.13%,9,28.37%,16,+2.84%,15,29.08%,22,+6.38%,13,28.72%,18,+6.38%,24,27.30%,5,+1.42%,1,30.85%,31,+1.77%,4
global_mmlu_full_sw_professional_medicine,,,,,29.04%,13,+8.46%,6,25.74%,13,+9.19%,1,35.66%,22,+2.57%,5,27.57%,18,+11.76%,10,37.13%,24,+8.82%,5,42.65%,20,+5.51%,11,25.00%,8,+4.04%,4,23.90%,29,+2.21%,8
global_mmlu_full_sw_virology,,,,,28.31%,0,+4.82%,14,41.57%,14,+1.81%,2,42.77%,17,+1.20%,2,32.53%,5,+2.41%,5,37.35%,16,+0.60%,3,30.12%,17,+6.63%,24,28.31%,5,+4.82%,10,31.93%,27,+4.22%,13
global_mmlu_full_sw_econometrics,,,,,19.30%,3,+9.65%,18,26.32%,5,+5.26%,9,23.68%,21,+7.89%,20,27.19%,19,+7.89%,8,23.68%,0,+6.14%,16,36.84%,33,0.00%,0,14.91%,10,+14.04%,14,21.93%,3,+7.02%,19
global_mmlu_full_sw_high_school_geography,,,,,27.78%,13,+2.02%,5,32.83%,11,-0.51%,0,32.83%,10,+6.06%,16,28.28%,26,+8.59%,9,27.27%,0,+7.58%,13,39.39%,24,+2.02%,7,27.78%,8,+6.06%,2,30.81%,28,+1.52%,2
global_mmlu_full_sw_high_school_government_and_politics,,,,,33.16%,25,+1.04%,2,23.83%,13,+10.36%,6,31.09%,26,+5.70%,11,21.76%,18,+13.99%,15,24.35%,0,+11.40%,12,34.20%,18,+4.15%,10,26.42%,8,+8.81%,3,27.46%,8,+4.15%,14
global_mmlu_full_sw_high_school_macroeconomics,,,,,28.97%,12,+3.59%,9,31.54%,15,+0.77%,2,34.36%,17,+3.33%,7,26.41%,26,+3.33%,9,26.15%,0,+6.15%,11,32.82%,20,+2.82%,15,26.15%,8,+7.95%,4,25.64%,3,+4.10%,17
global_mmlu_full_sw_high_school_microeconomics,,,,,30.25%,19,+1.68%,4,31.09%,15,+2.52%,2,35.29%,26,+2.10%,3,28.15%,14,+7.56%,10,24.79%,0,+10.92%,14,36.97%,7,+3.78%,9,31.09%,8,+5.46%,3,28.99%,22,+3.78%,7
global_mmlu_full_sw_high_school_psychology,,,,,31.38%,13,+1.10%,2,27.71%,13,+4.22%,3,37.25%,22,+1.83%,3,27.16%,19,+4.59%,9,26.79%,0,+6.97%,11,34.13%,20,+2.39%,9,25.14%,8,+5.32%,3,29.36%,27,+0.92%,2
global_mmlu_full_sw_human_sexuality,,,,,28.24%,18,+3.82%,10,37.40%,11,+4.58%,2,45.04%,21,+4.58%,4,29.77%,6,+2.29%,5,34.35%,17,+6.87%,14,35.88%,22,+9.16%,22,29.01%,12,+0.76%,1,32.06%,10,+6.11%,15
global_mmlu_full_sw_professional_psychology,,,,,27.94%,20,+3.43%,9,28.76%,14,+1.63%,2,36.76%,20,-1.31%,0,25.49%,14,+2.78%,19,29.41%,26,+3.76%,21,31.54%,27,+2.12%,13,23.86%,2,+2.29%,14,28.92%,16,+2.45%,15
global_mmlu_full_sw_public_relations,,,,,30.00%,15,+7.27%,3,38.18%,9,+1.82%,2,30.91%,13,+7.27%,19,29.09%,7,+6.36%,6,29.09%,27,+1.82%,3,29.09%,15,+7.27%,20,29.09%,2,+5.45%,12,30.91%,18,+6.36%,7
global_mmlu_full_sw_security_studies,,,,,36.33%,20,+3.27%,4,37.96%,14,+2.45%,3,46.53%,22,+3.67%,3,21.63%,10,+2.04%,5,26.12%,0,+9.80%,11,47.35%,31,+2.86%,4,19.18%,8,+14.69%,11,35.92%,28,+3.67%,2
global_mmlu_full_sw_sociology,,,,,35.32%,24,+1.99%,4,38.31%,12,-0.50%,0,47.76%,22,+1.49%,4,29.85%,26,+3.98%,15,35.82%,35,+4.48%,7,50.25%,26,-1.00%,0,24.88%,7,+4.48%,7,33.33%,22,+2.49%,2
global_mmlu_full_sw_us_foreign_policy,,,,,36.00%,18,+1.00%,1,48.00%,15,-6.00%,0,51.00%,27,+4.00%,8,40.00%,16,+1.00%,2,42.00%,12,+3.00%,4,54.00%,32,+3.00%,2,20.00%,15,+9.00%,15,39.00%,24,+7.00%,13
global_mmlu_full_sw_abstract_algebra,,,,,23.00%,15,+9.00%,11,24.00%,4,+8.00%,11,32.00%,10,+4.00%,11,37.00%,27,+2.00%,1,34.00%,25,+2.00%,4,31.00%,22,+6.00%,13,30.00%,6,+4.00%,3,33.00%,3,+4.00%,6
global_mmlu_full_sw_anatomy,,,,,30.37%,11,+8.15%,4,29.63%,15,+0.74%,1,36.30%,17,+2.96%,4,26.67%,7,+4.44%,10,27.41%,23,+8.89%,11,28.15%,23,+3.70%,12,24.44%,9,+3.70%,6,31.11%,12,+2.22%,5
global_mmlu_full_sw_astronomy,,,,,28.95%,18,+9.21%,10,32.89%,11,+2.63%,3,38.16%,18,+1.32%,3,26.97%,26,+8.55%,18,31.58%,12,+7.24%,10,47.37%,31,+1.97%,2,25.00%,12,+4.61%,6,29.61%,23,+5.92%,15
global_mmlu_full_sw_college_biology,,,,,24.31%,12,+6.94%,20,30.56%,13,+0.69%,1,42.36%,22,+2.08%,3,34.72%,7,0.00%,0,39.58%,32,+2.08%,7,45.83%,26,+0.69%,1,22.22%,4,+6.94%,9,32.64%,8,+4.17%,10
global_mmlu_full_sw_college_chemistry,,,,,31.00%,22,+5.00%,5,30.00%,11,+2.00%,2,28.00%,8,+9.00%,14,25.00%,10,+14.00%,15,37.00%,27,+5.00%,5,36.00%,24,+5.00%,12,21.00%,7,+10.00%,9,25.00%,9,+7.00%,16
global_mmlu_full_sw_college_computer_science,,,,,34.00%,25,+5.00%,3,30.00%,15,+3.00%,3,27.00%,15,+6.00%,9,25.00%,0,+6.00%,12,38.00%,35,+5.00%,5,33.00%,17,+4.00%,12,19.00%,4,+12.00%,11,26.00%,16,+7.00%,12
global_mmlu_full_sw_college_mathematics,,,,,31.00%,25,+2.00%,2,28.00%,3,+5.00%,6,30.00%,6,+3.00%,2,29.00%,8,+3.00%,5,37.00%,31,+8.00%,8,39.00%,2,+2.00%,3,32.00%,14,-2.00%,0,35.00%,4,+2.00%,2
global_mmlu_full_sw_college_physics,,,,,22.55%,2,+8.82%,13,28.43%,1,+3.92%,2,28.43%,17,+4.90%,8,25.49%,1,+12.75%,4,21.57%,0,+15.69%,22,38.24%,31,+3.92%,11,20.59%,8,+7.84%,10,23.53%,11,+3.92%,7
global_mmlu_full_sw_computer_security,,,,,33.00%,17,+5.00%,3,40.00%,15,-2.00%,0,48.00%,20,+5.00%,7,33.00%,10,+3.00%,9,35.00%,12,+5.00%,15,47.00%,30,+3.00%,4,30.00%,12,+3.00%,2,34.00%,7,+3.00%,5
global_mmlu_full_sw_conceptual_physics,,,,,29.36%,12,+3.83%,5,33.19%,12,+2.98%,5,34.47%,11,+2.98%,6,26.81%,12,+5.96%,19,27.66%,29,+4.68%,16,33.19%,15,+2.98%,12,28.09%,4,+5.53%,14,27.66%,8,+6.38%,16
global_mmlu_full_sw_electrical_engineering,,,,,26.21%,17,+8.97%,8,32.41%,11,+2.76%,1,46.21%,16,+0.69%,2,29.66%,24,+2.76%,6,40.00%,31,+4.83%,6,44.14%,26,+4.14%,11,22.76%,7,+7.59%,11,40.00%,24,+2.07%,3
global_mmlu_full_sw_elementary_mathematics,,,,,23.28%,18,+5.56%,15,24.07%,0,+4.23%,12,31.48%,20,+2.91%,9,34.92%,16,+2.38%,5,37.83%,31,+2.12%,9,49.21%,22,+3.44%,7,26.19%,12,+1.32%,5,29.10%,31,+1.59%,13
global_mmlu_full_sw_high_school_biology,,,,,31.61%,21,+3.23%,7,35.16%,15,+2.58%,2,40.00%,22,+3.23%,5,34.19%,18,+2.58%,5,31.29%,18,+10.32%,14,46.45%,30,+1.94%,8,32.26%,12,-0.32%,0,37.74%,28,+2.58%,4
global_mmlu_full_sw_high_school_chemistry,,,,,30.54%,25,+0.49%,1,33.50%,15,+3.94%,1,37.44%,11,+7.39%,13,25.12%,19,+5.42%,15,33.50%,26,+2.96%,10,44.33%,26,+0.99%,2,25.12%,8,+4.93%,13,31.03%,13,+2.96%,9
global_mmlu_full_sw_high_school_computer_science,,,,,25.00%,16,+7.00%,8,30.00%,2,+1.00%,3,35.00%,27,+8.00%,11,36.00%,20,+4.00%,5,47.00%,35,+3.00%,4,55.00%,25,0.00%,0,22.00%,0,+5.00%,6,34.00%,25,0.00%,0
global_mmlu_full_sw_high_school_mathematics,,,,,23.33%,10,+5.56%,16,27.04%,7,+2.59%,4,30.37%,10,+2.22%,10,31.85%,20,+4.44%,9,31.11%,7,+2.96%,10,43.33%,25,+1.48%,5,27.78%,3,+1.11%,1,28.89%,6,+2.22%,7
global_mmlu_full_sw_high_school_physics,,,,,27.15%,19,+3.97%,3,28.48%,3,+1.99%,3,25.17%,2,+5.30%,12,23.84%,1,+5.30%,11,25.83%,22,+2.65%,8,31.13%,22,+4.64%,10,23.84%,8,+7.28%,6,26.49%,11,+3.97%,17
global_mmlu_full_sw_high_school_statistics,,,,,29.17%,22,+3.70%,5,28.70%,13,+8.80%,3,32.41%,22,+4.17%,5,19.44%,18,+18.52%,19,25.46%,0,+16.20%,13,37.96%,24,+6.02%,13,18.52%,8,+24.54%,5,25.46%,10,+4.63%,14
